CMPD_CHEMBLID,exp,smiles
CHEMBL317281,1.48,CN(C)CC(O)COc1ccc(Nc2cc(Nc3ccc(F)cc3F)ncn2)cc1
CHEMBL450208,2.89,COc1cc2ncc(C(=O)N)c(Nc3ccccc3Cl)c2cc1OC
CHEMBL1454839,1,C1CNCC(C1)c2nc3ccccc3s2
CHEMBL2042558,3.7,[O-][N+](=O)c1cccc2ccc(nc12)C(Cl)(Cl)Cl
CHEMBL1650730,2.33,C[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)N(C)C)n1)c3ncc(F)cn3
CHEMBL232830,3.07,CN(C)C(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3
CHEMBL2171041,1.74,CN(C)c1ccccc1S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL1082811,1.56,O=C1NC(=NC(=C1C#N)c2ccccc2)SCc3ccccc3
CHEMBL278222,2.16,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3ccncc3)C(=O)C(F)(F)F
CHEMBL394799,3.31,C[C@H](CO)Nc1nc(SCc2cccc(Cl)c2)nc3nc(N)sc13
CHEMBL587723,3.97,CCN1CCN(Cc2ccc(cc2)c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)CC1
CHEMBL1897032,1,OC(CN1CCOCC1)c2ccccc2
CHEMBL726,3.8,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1
CHEMBL2062576,1.87,CC(=O)Nc1ccc2ccn(c3cc(NCCCN4CCCC4)n5ncc(C#N)c5n3)c2c1
CHEMBL119489,1.95,CN(C)c1cccc2c(cccc12)S(=O)(=O)N
CHEMBL1923434,.14,Cc1[nH]c(C(=O)NC2CCN(CC2)c3nc(cs3)C(=O)O)c(Cl)c1Cl
CHEMBL2349318,3.7,CCC[C@H](CO)Nc1nc(S[C@@H](C)c2cccc(c2)C#N)nc3NC(=O)Sc13
CHEMBL2207662,2.71,O[C@H](CNC(=O)C1=CNC(=O)C=C1C(F)(F)F)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3
CHEMBL323443,1.01,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)C(F)(F)F)C(=O)C(F)(F)F
CHEMBL1164374,2.9,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(F)cc3
CHEMBL571,-.12,CC(C(=O)O)c1cccc(c1)C(=O)c2ccccc2
CHEMBL1373037,3.5,Nc1nccc(\C=C\c2ccc(Cl)cc2)n1
CHEMBL304784,2.6,CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C)C=O
CHEMBL63323,1,OC(=O)c1cccnc1Nc2cccc(c2)C(F)(F)F
CHEMBL2071098,2.4,CC1(C)COCc2sc(nc12)N3CCN(CC3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N
CHEMBL482192,2.82,COc1cc2ncc(C(=O)N)c(Nc3cccc(F)c3F)c2cc1OC
CHEMBL549620,2.93,OCCN1CCN(Cc2ccc3c(NC(=O)CC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2)CC1
CHEMBL1682817,2.8,O=C1CCOc2cc(OCc3cccc(c3)C#N)ccc12
CHEMBL2178945,1.2,Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@H](CC(=O)O)CC3)c(F)c2
CHEMBL1542,.19,Cn1cnc(c1Sc2ncnc3nc[nH]c23)[N+](=O)[O-]
CHEMBL2170975,1.2,CC(C)(C)OC(=O)NCCCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23
CHEMBL2163360,2.13,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCc4[nH]c5ncccc5c4C3
CHEMBL2058280,2.8,Nc1scc2C(=NN(C(=O)c12)c3ccc(F)cc3)C(=O)NC4CC4
CHEMBL1940832,.02,O[C@@H](CNCCc1ccc(NC[C@H](O)c2ccccc2)cc1)c3ccc(O)c(NC=O)c3
CHEMBL1194759,1.1,CCCC1CCCCC(=N1)N
CHEMBL600780,.44,NNC1=Nc2ccccc2NC1=O
CHEMBL564885,.6,Clc1c(NCC2CCNCC2)nccc1C(=O)NCC34CC5CC(CC(C5)C3)C4
CHEMBL1428,3.8,COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C
CHEMBL478241,3.31,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)C(=O)CN(C)C)n2
CHEMBL2206790,3.6,COCC[C@H](Oc1ncnc2c1cnn2c3ccccc3Cl)C(=O)Nc4ccc(C)cn4
CHEMBL2158821,2.14,OC(=O)[C@H](N1CCC(CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)CC1)c4ccccc4
CHEMBL1440652,3.75,Cn1c(CN2CCN(CC2)c3cccc(Cl)c3)nc4ccccc14
CHEMBL1387125,1.13,CCN1C(=O)C2=C(OC(=CC2=O)O)c3ccccc13
CHEMBL2010851,2.7,CN([C@@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)S(=O)(=O)C
CHEMBL1427458,3.65,Cc1ccc(Oc2ccc(cc2)C(=O)NCc3ccncc3)cc1
CHEMBL2207669,2.56,O[C@H](CNC(=O)C1=CNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(C#N)c(Cl)c4
CHEMBL40999,-.31,NC(=N)Nc1ccc(Cl)c(Cl)c1
CHEMBL213494,-.34,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(cccc34)S(=O)(=O)C
CHEMBL290119,3.12,CCOC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c2cccc3ccccc23
CHEMBL1209586,3.12,FC(F)(F)c1cccc(c1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3
CHEMBL1824371,3.15,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4cccc(F)c4)c1
CHEMBL1088913,.83,NCCCCN(Cc1nc2ccccc2[nH]1)C3CCCc4cccnc34
CHEMBL122695,1.49,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCN(CC3)c4cnccn4)c(F)c2
CHEMBL1824373,2.41,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4cccc(c4)C#N)c1
CHEMBL73234,1.33,CCN(CC)CCOCCOC(=O)C1(CCCC1)c2ccccc2
CHEMBL1682816,3.4,Fc1cccc(COc2ccc3C(=O)CCOc3c2)c1
CHEMBL2171984,1.92,Fc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N
CHEMBL2036590,2.9,Fc1ccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)cc1F
CHEMBL1917439,3.7,Cc1c(Sc2ccc(Cl)cc2)c3cc(ccc3n1CC(=O)O)c4ccccc4
CHEMBL109937,2.9,FC(F)(F)c1cc(COCC(N2CCNCC2)c3ccccc3)cc(c1)C(F)(F)F
CHEMBL56802,3.5,COc1cc2ncnc(Nc3cccc(C)c3)c2cc1OC
CHEMBL2325743,2.67,C[C@H](NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4
CHEMBL628,.22,CN1C(=O)N(CCCCC(=O)C)C(=O)c2c1ncn2C
CHEMBL1689137,1.12,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1S(=O)(=O)Cc3ccccc3
CHEMBL456446,2.76,C(Nc1nc2ccccc2[nH]1)c3ccccc3
CHEMBL1682833,2.4,CS(=O)(=O)N1CCOc2cc(COc3ccccc3)cnc12
CHEMBL896,3.08,OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3
CHEMBL511,1.39,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
CHEMBL2158833,1.1,OC(=O)c1ccc(CN2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)cc1
CHEMBL215022,2.06,OC[C@H]1CCCN1CCCOc2ccc3c(Nc4cc(CC(=O)Nc5cccc(F)c5F)[nH]n4)ncnc3c2
CHEMBL1289574,3.03,FC1(CCN(CC1)C(=O)COCc2ccncc2)c3ccc(Cl)cc3
CHEMBL2086678,3.8,COc1cnccc1COc2cnc(nc2)N3CCN(CC3)C(=O)OC(C)(C)C
CHEMBL395955,3.22,NC(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3
CHEMBL13976,1.75,CN(C)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C
CHEMBL2036589,3,Fc1ccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)cc1
CHEMBL440765,.99,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)Cc4ccccc4
CHEMBL1923432,1.74,Cc1[nH]c(C(=O)NC2CCN(CC2)c3cc(cc(Cl)n3)C(=O)O)c(Cl)c1Cl
CHEMBL184011,3.17,COc1ccc(cc1)C(=O)Nc2cc(NC(=O)c3cccc(c3)N(C)C)ccc2C
CHEMBL48616,4.3,Cc1cc(C)cc(c1)c2[nH]c3ccc(cc3c2CCNCCCCc4ccncc4)C(C)(C)C(=O)N5C6CCC5CC6
CHEMBL321758,.91,C[C@H]([C@H](O)c1ccc(O)cc1)N2CCC(O)(CC2)c3ccccc3
CHEMBL2153190,2.18,CCCSc1nc(ccc1C(=O)NC2CCCCC2)N3CCC[C@H](CC(=O)O)C3
CHEMBL516784,1.76,NC(=O)Nc1sc(cc1C(=O)N[C@H]2CCCNC2)c3ccc(F)cc3
CHEMBL2153187,1.36,CCCSc1nc(ccc1C(=O)NC2CCCCC2)N3CCCCC3C(=O)O
CHEMBL196585,3.86,Oc1ccc(cc1)C(c2ccc(O)cc2)C(Cl)(Cl)Cl
CHEMBL2011916,2.96,CNc1c(Br)cnc2[nH]c(nc12)c3ccc(OCCCN4CCOCC4)cc3
CHEMBL191802,2.45,CSc1ccc(OCc2ccccc2)c(\C=C\c3ccc(cn3)C(=O)O)c1
CHEMBL2030806,.52,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(C)cc(C)cc3C)C(=O)O)cc2)n1
CHEMBL469230,3.18,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cc(cn6C)S(=O)(=O)C)c3C1=O
CHEMBL167176,3.3,CCCc1c(O)c(ccc1OCc2ccc(\C=C\c3nn[nH]n3)cc2)C(=O)C
CHEMBL13698,.6,C1CN=C(N1)c2ccc3ccccc3n2
CHEMBL256115,1.75,CCCNCc1cnc(s1)c2ccc(cc2)C(=O)Nc3ccccc3N
CHEMBL2062584,2.72,COC(=O)CCn1cc(c2cc(NC3CC3)n4ncc(C#N)c4n2)c5cc(NC(=O)C)ccc15
CHEMBL387658,1.4,CC(C#Cc1ccccc1)N2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3
CHEMBL1451129,2.7,CC1=CC(=O)Oc2cc3NCCCc3cc12
CHEMBL1778628,.05,OC(=O)COc1ccc(cc1c2cccc(c2)C#N)C(F)(F)F
CHEMBL2312185,1.64,CNc1nc(C)c(s1)c2nc(Nc3cccc(c3)N4CCCNCC4)ncc2C#N
CHEMBL1807818,2.3,O[C@@H](CNCCCSCCOCCc1ccccc1)c2ccc(O)c3NC(=O)Sc23
CHEMBL2059375,1.81,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cncc(c3)C(=O)N)n4ccc(n4)C(F)(F)F
CHEMBL103771,4.12,C\N=C(/S)\n1nc(nc1N)c2ccc(Cl)cc2
CHEMBL190458,-.3,CC1=C(CCC(=O)O)C(=O)Oc2c(C)c(O)ccc12
CHEMBL8663,2.16,CC(Cc1ccccc1)N(C)CC#C
CHEMBL1934422,.5,C[C@H](NC(=O)c1c(C)nn(C2CCOCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C
CHEMBL282694,2.57,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)NCc3ccccc3)C(=O)C(F)(F)F
CHEMBL196707,-.44,Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c3ccc(cc3)S(=O)(=O)C
CHEMBL1950846,.9,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C1)S(=O)(=O)c2ccccc2)C(C)(C)C
CHEMBL589,.76,CCCN(CCC)CCc1cccc2NC(=O)Cc12
CHEMBL2325988,1.2,CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4cccnc4
CHEMBL1779503,.74,Clc1ccc(cc1C(=O)NCCc2ccccc2)N3N=CC(=O)NC3=O
CHEMBL1917445,.05,Cc1ccc2c(c1)c([S+]([O-])c3ccc(Cl)cc3)c(C)n2CC(=O)O
CHEMBL126857,2.4,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3ccc(Cl)c(Cl)c3
CHEMBL2158770,2.26,OC(=O)[C@H](Cc1cccc(c1)C#N)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL1459468,2.9,COc1ccccc1C(=O)Nc2nc3ccccc3[nH]2
CHEMBL1498995,2.36,CNc1ncc(s1)C(=O)c2ccccc2
CHEMBL94191,3.04,COc1cc2ncnc(Nc3ccccc3)c2cc1OC
CHEMBL217665,1.3,CN1CCN(CC1)c2ccc(Nc3ccnc4ccccc34)cc2
CHEMBL563379,1.41,CNC[C@H](O)c1ccc(Cl)c(c1)C(=O)NCC23CC4CC(CC(C4)C2)C3
CHEMBL1101,2.49,OC(CCN1CCCCC1)(C2CC3CC2C=C3)c4ccccc4
CHEMBL1575409,2.5,COc1ccc(CNC(=O)CSc2nc3cccnc3s2)cc1
CHEMBL2335896,3.18,C[C@@H](NC(=O)C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1
CHEMBL2179667,-.82,CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(C)c4)c3)C2)C(=O)NC1=O
CHEMBL126519,2.6,CCCc1c(O)c(O)c(C(=O)O)c2cc(Cc3ccccc3)c(C)cc12
CHEMBL360425,2.06,CS(=O)(=O)Nc1cccc(NC(=O)CN2CCN([C@H](Cc3ccccc3)C2)C(=O)C[C@H](N)Cc4ccc(F)c(F)c4)c1
CHEMBL17771,1.85,O=S1NC(=NO1)Cc2ccc3ccccc3c2
CHEMBL495497,2.36,O=C(N1CCN(CC1)c2ccccn2)c3cccc(CC4=NNC(=O)c5ccccc45)c3
CHEMBL1534781,2.79,COc1cnc(nc1N(C)c2ccccc2)c3ccccn3
CHEMBL1783734,1.39,CS(=O)(=O)c1ccc(cc1Cl)[C@@H](C[C@H]2CCC(=O)C2)C(=O)Nc3cnccn3
CHEMBL1289545,2.17,Cc1nc(cs1)C(=O)N2CCOC3(CCN(Cc4ccc(Cl)cc4)CC3)C2
CHEMBL2171013,4.49,CN(C(=O)N1CCC(CC1)N2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)S(=O)(=O)c4ccc(C)cc4
CHEMBL1762482,3.08,Cc1ccnc(NCc2ccccc2)c1
CHEMBL1515,-.42,CN1C=CNC1=S
CHEMBL208292,3.58,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCC[C@@H]4C(=O)N
CHEMBL1270670,3.7,CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4ccoc34)n2)c1
CHEMBL550687,.5,NC(=N)Nc1ccc(cc1)C(=O)Oc2ccc(cc2)[N+](=O)[O-]
CHEMBL1951904,2.41,CCN(C1CCN(CCC(C2CCN(Cc3ccccc3)CC2)c4ccccc4)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C
CHEMBL2325731,2.4,CN(C)C(=O)CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4
CHEMBL2171043,2.62,Clc1cccc(c1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL1809199,3.2,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(C)cccn34)N5CCN(CC5)C(=O)C
CHEMBL2325503,2.66,CS(=O)(=O)c1ccc(nc1)c2nnc(\C=C\c3oc(nn3)c4ccc(cc4)C#N)n2c5ccccc5Cl
CHEMBL486894,2.9,Oc1ccc(cc1)C2=Cc3cc(O)ccc3OC2=O
CHEMBL13280,2.1,CN1C(=O)CN=C(c2ccccc2F)c3cc(ccc13)[N+](=O)[O-]
CHEMBL1086377,3.05,CCN1CCN(CC(=O)Nc2ccc(c3cccc4C(=O)C=C(Oc34)N5CCOCC5)c6sc7ccccc7c26)CC1
CHEMBL510101,2.55,COc1ccc(CNCc2ccc(cc2)c3cc(C(=O)N)c(NC(=O)N)s3)cc1
CHEMBL478407,3.62,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(F)cc3)n2
CHEMBL1916541,.29,COc1ccc2C(=NC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1)C
CHEMBL32363,1.06,COC(=O)C1C(CC2CCC1N2C)OC(=O)c3ccccc3
CHEMBL2059004,.9,Cc1nc2ccc(NC(=O)CCNC(=O)N)cc2s1
CHEMBL2208430,3.91,O[C@H](CNC(=O)c1c[nH]c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL272705,2.21,C[C@H](CO)Nc1nc(SCc2occc2)nc3NC(=O)Sc13
CHEMBL394859,2.41,Clc1ccc(CNc2nc(nc3ncccc23)N4CCN(CC4)C(=O)[C@@H]5CCCN5)c(Cl)c1
CHEMBL1311211,2.3,O=C(CN1CCN(CC1)c2ccccc2)Nc3c(cnn3c4ccccc4)C#N
CHEMBL137,-.11,Cc1ncc([N+](=O)[O-])n1CCO
CHEMBL1630120,3.2,COCCN1CCN(CC(=O)Nc2ccc(C3=CC=CN4C(=O)C=C(N=C34)N5CCOCC5)c6sc7ccccc7c26)CC1
CHEMBL2207284,2.77,CNS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL279261,1.5,OC1(CN2CCC1CC2)c3ccc(cc3)c4ccccc4
CHEMBL204825,1,Oc1nnc(Cc2cccc(c2)C(=O)N3CCOCC3)c4ccccc14
CHEMBL1650729,2.39,C[C@H](Nc1ncc(Br)c(Nc2cc(C)[nH]n2)n1)c3ncc(F)cn3
CHEMBL1916085,2.01,CN(C1CCCCC1)C(=O)c2cnn(c2NS(=O)(=O)c3ccc(C)cc3)c4ccccc4
CHEMBL1556667,2.71,CSc1ncccc1C(=O)NCc2ccc(C)cc2
CHEMBL1789224,1.3,CNCC[C@@H](Oc1cc(ccc1C#N)C(F)(F)F)c2ccccc2
CHEMBL470897,2.8,CCC(C)Nc1nc(nc(N2CCOCC2)c1N)C#N
CHEMBL51594,1.4,C1Cc2ccccc2CN1c3ccncc3
CHEMBL1437137,2.5,CC(N)(COP(=O)(O)O)C(=O)O
CHEMBL2313078,3.6,Oc1ccc(Cl)cc1C(=O)Nc2ccc(F)cc2F
CHEMBL1223870,.12,CN(C)C(=O)N[C@@H]1CC[C@@H](CCN2[C@@H]3CC[C@H]2C[C@H](C3)Oc4cccc(c4)C(=O)N)CC1
CHEMBL1916286,1.75,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)C2CCCCC2)c3ccccc3)C(C)(C)C
CHEMBL1231626,2.78,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(Cl)cc4
CHEMBL1946024,4.01,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccc(NC(=O)OC)cc4
CHEMBL108246,2.84,Cc1ccccc1CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3nc(O)sc23
CHEMBL1939741,3.27,CCN(C)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3cccnc3)CC2)c4cccc(NC(=O)C5CCC5)c4
CHEMBL315970,4.41,CC(C)CN1C(=O)N(C)C(=O)c2cn(Cc3cccc4ccccc34)cc12
CHEMBL2087086,3.1,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4onc(n4)C(F)(F)F
CHEMBL1922094,1.9,C[C@H](O)C(=O)N1CCN(Cc2sc3c(nc(nc3c2C)c4cnc(N)nc4)N5CCOCC5)CC1
CHEMBL71271,3,Oc1ccc(cc1)C2=Cc3ccccc3OC2=O
CHEMBL1468264,1.5,COc1cc(OC)c2nc(C)c3CCN(c4ccc(O)cc4)c3c2c1
CHEMBL1774099,2.5,COc1ccccc1N2CCN(CC3=C(Br)C(=O)N(N3C)c4ccccc4)CC2
CHEMBL2031461,1.87,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(ccc4C)C(=O)Nc5ccon5
CHEMBL1807827,.98,O[C@@H](CNCCSCCCNCCc1cccc(Cl)c1)c2ccc(O)c3NC(=O)Sc23
CHEMBL2331843,2,CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N5CC[C@@H](N)C5)c2c1Cl
CHEMBL1350030,1.71,OC1(C(=O)Nc2ccccc12)c3ccccc3
CHEMBL27577,1.09,NC(=O)c1ccccc1O
CHEMBL233238,2.61,OCC(CO)NC(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3
CHEMBL436968,3.68,CC(C)Oc1cc(OCCN2CCOCC2)cc3ncnc(Nc4c(Cl)ccc5OCOc45)c13
CHEMBL2163584,3.12,Brc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N
CHEMBL351811,1.32,NC(Cc1ccccc1)c2ccccc2
CHEMBL87563,2.41,CCOC(=O)c1ccc(OC(=O)CCCCCN=C(N)N)cc1
CHEMBL269538,2.9,COc1ccc2c(c1)[nH]c3c(C)nccc23
CHEMBL1224215,2.23,Cc1cc(ccc1O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)C(=O)N
CHEMBL562308,1.79,OCCNCCNc1ccc2c(NC(=O)CC34CC5CC(CC(C5)C3)C4)cccc2n1
CHEMBL2036763,2.74,Clc1cccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)c1
CHEMBL1945299,.91,COc1ccccc1CNCCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2
CHEMBL2219422,2.99,Cn1ncc(Cl)c1c2cc(sc2Cl)C(=O)N[C@H](CN)Cc3cccc(F)c3
CHEMBL184,-1.42,Nc1nc(O)c2ncn(COCCO)c2n1
CHEMBL2028019,3.6,CN(C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc(Cl)c3Cl)CC1
CHEMBL2207658,3.34,O[C@H](CNC(=O)c1c[nH]nc1C(F)(F)F)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3
CHEMBL2068839,3.21,Cc1ccc(COC(=O)N2CC[C@H](CNc3ncccn3)[C@H](F)C2)cc1
CHEMBL118755,-.16,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4ccncc4)C3=O
CHEMBL384467,1.87,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
CHEMBL1270772,3,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4CCOc34)n2)c1
CHEMBL2208426,2.86,CS(=O)(=O)c1ccc(s1)C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3
CHEMBL1917448,-.42,COc1cccc(c1)S(=O)(=O)c2c(C)n(CC(=O)O)c3ccc(C)cc23
CHEMBL1172,1.48,Clc1ccc2C(=C3CCNCC3)c4ncccc4CCc2c1
CHEMBL2171029,1.6,OC(=O)CCCCn1nnc(n1)c2ccc(cc2)C(=O)N3CCC(CC3)N4CCC(CC4)Oc5ccc(Cl)c(Cl)c5
CHEMBL2070950,1.6,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5ccncc5s4
CHEMBL1486517,2.5,O=C(C1CCN(CC1)c2nnc(s2)n3cccc3)N4CCN(Cc5ccc6OCOc6c5)CC4
CHEMBL2036779,2.1,CCN1CCOC(C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3
CHEMBL2147032,3.24,O=C1COC2(CCN(CC2)S(=O)(=O)c3ccc(cc3)c4ccc5cccnc5c4)CN1C6CC6
CHEMBL1907764,3.05,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@@H]4CCCN(C)C4
CHEMBL1962616,-.51,NC(=N)NC(=O)c1nc(Cl)c(NCc2ccncc2)nc1N
CHEMBL1366397,2.31,Oc1ccccc1OCC(=O)NC2CCCC2
CHEMBL393348,1.58,Clc1ccc(cc1C(=O)NCC23CC4CC(CC(C4)C2)C3)C5CCNCC5
CHEMBL2021706,.4,CCC[C@@H](CNC(=O)c1nc(Cl)c(N)nc1N)[N+](C)(C)CCCc2ccc(OC)cc2
CHEMBL187673,3.3,Oc1ccc(cc1)c2oc3cc(O)ccc3n2
CHEMBL1555870,2.39,NC(=O)c1sc(cc1NS(=O)(=O)c2ccc(cc2)C(F)(F)F)c3ccsc3
CHEMBL1289233,3.38,Clc1ccc(N2CCN(CC2)C(=O)COCc3ccncc3)c(Cl)c1
CHEMBL2031235,1.75,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5oncc5)ccc4C
CHEMBL1824036,-.51,CS(=O)(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1
CHEMBL107955,1.67,CCOC(=O)N1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3c(cc(cc3C(C)C)C(C)C)C(C)C
CHEMBL445496,1.73,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4cc[nH]c4
CHEMBL1478435,3,CC1(C)CC(=O)c2c(N)c3ccccc3nc2C1
CHEMBL1807860,3.68,C[C@H]1O[C@H]([C@H](O)[C@H]1Cl)n2cnc3c(N)nc(OCC4CC45CC5)nc23
CHEMBL515062,2.77,CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc(OC(CO)CO)c2Cl)n[nH]1
CHEMBL1778644,-.92,CCS(=O)(=O)c1ccc(c(F)c1)c2cc(Cl)ccc2OCC(=O)O
CHEMBL232433,3.17,C[S+]([O-])CCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3
CHEMBL562698,1.77,Clc1c(ccnc1N2CCNCC2)C(=O)NCC34CC5CC(CC(C5)C3)C4
CHEMBL2172005,1.85,COc1ccc(cc1OC)N2CCN([C@H](C)C2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N
CHEMBL2207666,3.42,O[C@H](CNC(=O)C1=CNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
